content,score
"Kok setelah update ko saya gak bisa login menggunakan akun google selalu gagal padahal akun google udah levelnya udah tinggi 72 tolong di perbaiki masalahnya yaitu network error padahal main game lain lancar seperti PUBG MOBILE dan masih banyak lagi dan bukan akun google sajah yang akun Facebook, email selalu network error gimana mau main nih game gak bisa main mau login gagal mau buat akun lagi gagal",3
Tolong di perbaiki koneksinya udah full download pas main koneksinya ambyar!!,1
Klo bisa tambahin bahasa Indonesia biar gmpang di mengerti,5
Baru mau coba sij,5
Game anying cape² download data server penuh,1
Geme keren go go go,5
Mantap,5
ga bisa masuk server,1
Guud,5
Kecewa g bisa login tertulis server offliner,1
keren abis,5
Wow,5
Mantap!!!!!!!!!!! Gg gamenya makasih deplofernya,5
Terlalu banyak server membuat pemain susah berinteraksi dengan yang lain.. Susah mencari barang di auction..kota2 sangat sepi dari pemain ...jarang bertemu sesama pemain lain,3
Server 113 eror,5
Nunggu setahun masih satu hahaha tapi gamenya bagus,5
"Very good game👍👍👍👍👍, please for the next update enter Indonesian language.",5
Gamenya keren sih karakter susuai keimginan kita atau yang lain cuman syang jaringannnya gak pernah bner diperbaiki lah jaringan stabil reconect terus klau jaringan udah bner baru sya tmbah bintangnya soalx jaringan parah sever gk waras,3
Bagus banget cokkkk effect nya wicis litereli jujurly keren cool af cooyyy,5
"tidak bisa connect ke server , menunggu terlalu lama.",1
bagus banget gamenya,5
Game nya sih bagus cuma pay to win dan ke banyakan maintenance,5
"игра, которая идеально подходит для тех из вас, кому скучно, но не забывайте время, играя в игры, и всегда помните Аллаха♥",5
Game Mantap,5
I hope we can have all of common or general item is not use durability hihi,5
"Game bagus,Grafik mantap!!! Tapi.... Tolong tambahin BAHASA INDONESIA nya!!!",5
Bagus,5
Klo bagus d tambah lagi,3
Game nya bagus sekali gila,5
Add Indonesian Language :'(,5
"Knp sy tidak bisa masuk kedalam game? Ruang penyimpanan sy masih banyak, sekitar 7Gb lagi, sungguh mengecewakan :(",1
Masih Burik masih ecek2 klo dah nyoba Albion Online mah.,1
Semoga berkembang,5
"Please fix where I attack the Grand Beast using a basic melee weapon attack with three hits, but only one attack received by the Grand Beast. thks",5
Freedom at it's finest,5
Nice game,5
Bagus sekali game nya 🤩🤩🤩🤩,5
Suuper,5
Good,5
game ini sangat seru soal nya saya suka game survival,5
Game keren love you sherin,5
Grafiknya mantul cuma yg kurang msh sering ada bug nya. Tapi dari bug nya kadang bisa dimanfaatkan,5
Belum di mainin keburu memori penuh,1
Gajelas gambar nya 2 bit banyak bug lagi gtw knp atau memang hp gua atau game nya gtw gua udh donlod 4GB HP gua ram 6 internal 128 masak gambarnya gitu kan gajelas aneh beut sumpah gak work lah buat data sebanyak itu gajelas amat developer nya kesel gua langsung apus mendingan. 😒,1
"Rata-rata yg ngasih rating bintang 1 karena lah atau patah-patah, itu mungkin hp kalian kurang support, Klo mau lancar turunin aja grafiknya jgn maksa grafik hd padahal kentang Gw dah lumayan lama main ga ada masalah tuh, cuma masalahnya gw player solo aja, jd rada susah buat hunt",5
Saya merasa ping di permainan ini sungguh tidak baik di negara Indonesia.. Saya memiliki ping sangat tinggi.. Padahal data internet saya sangat baik.. Ping didalam permainan mencapai 600 ms sungguh susah saat melawan grand boss saat lag. Saya tidak bisa memenangkan pertarungan.. Saya tidak puas dengan pengalaman bermain.,1
"ok bagus nih game, tinggal kasih bahasa indonesia sama adain event perbulan yg ramah buat f2p ataupun low spender",5
Bagus tolong agar bisa chat disemua umur 2001 pun gak bisa,1
Sangat bagus grafik ya HD,5
Grafik tidak sebagus yg saya kira ternyata zonk iklannya doank bagus mendingan grafik minecraft,1
game nya jelek!!!,1
Tambahin event menarik lah bosen daily mlu :v,3
Gila ketagihan sama bentang alamnya... keren abis,5
"Buat kalian yang kasih bintang 1,ngotak dong uda tau hp kentang,masih aja dipaksa main,gw tau kalian leq,patah-patah,ngestuck,karakter jalan sendiri,clan gk kompak,dll,pikirkan lagi yg salah itu hp kalian butut,usang,zaman dulu,kuno,ram kecil,harga di bawah 3jt,pikir lagi hapus Bintang 1 kalian,kasih 5 bintang thx.",1
Permainan bisa melihat p,5
"Please tmbh fitur untuk simpan/save desain rmh , slnya ga ada , fatal ajah udh susah2 bngun rmh trus gak sengaja kpncet fitur hancurin rmh & satu lagi buat fitur untuk salah 1 attendant kita untuk bisa farming bahan2 craft, misalnya preciuos & pale jade, slnya capek farming kedua bahan tsb :( , please dev 🙏🙏🙏",5
"Game ya Seru saya suka ,🥰",5
Game ini bagus banget,5
game bagus dan bagus lagi kalau bahasa Indonesia,5
The best game,5
"Buruk sangat buruk koneksinya... Padahal jaringan saya 4g, grand beast yang saya lawan darahnya tinggal sedikit, koneksi saya malah menghilang, DEVELOPER TIDAK BERGHUNA.. SAYA HARUS MENGULANGI NYA DARIBAWAL LAGI",1
gamenya bagus banget !!!!!!!!! wowwwww,5
Good game kepala fox bersayap,5
Jaringan sangat tidak stabil,1
Good game banyak obsi kita mao ngapain.,5
Apasih kntlll di download udh 90% malah ulang dri awal lagi ngabisin kuota aja anjg,1
🥰😍🤩😇😊🤑,5
"Score100000000000000000000000000000000,00000",5
Kata mama bagus😱,5
Game gak jelas masa lama banget padahal ram ku udah gede banget,1
Game nya Baguss Meskipun belum Selesai download 😂,5
Keren tapi rate dapetin telurnya makin kesini makin rendah,5
Sumeru not work,1
"3,9 GB wow pasti game bagus nih, sy coba dulu apa bener seperti di iklan 🤭🤭🤭🤭🤭🤭🤭🤭🤭",1
Seru semoga update lg dan lebih baik lg,5
game dah bagus cuma perbaiki bug rumput di badan monster sama perbaiki masalah di mana naik bukit biar ga harus loncat-loncat dan perbaiki masalah building rumah biar tambah bagus,5
Jika ada yang mau download ini. Harus. Punya. Paketan,5
Wajib Coba,5
Semangat semoga chimeraland team dapat mengembangkan game ini menjadi lebih baik lagib,5
Kenapa waktu build mentok di 65 gimana caranya biara bisa lanjut build,3
SAYA MEMBERIKAN BINTANG LIMA KARNA DI GAME INI SEPERTI DI ZAMAN PURBA ADA DINOSAURUS DAN DI GAME INI ORANG BISA BERPETUALANG MELIHAT INDAHNYA RUMPUT HIJAU DAN POHON SUBUR DAN WALAUPUN BANYAK YG BILANG MENGALAMI LAG SAAT BERMAIN GAME KAMI MEMAKLUMINYA KARNA ANDA ADALAH SODARA KITA SINGAPUR DAN SAYA MEMAKLUMI KESALAHAN ANDA KARNA SEMUA ORANG MEMILIKI KESALAHAN 😔,5
Ooooooooooo😭🥱🤓👿😙😎🤗👻🤬😀👿🤓🤓😚🙄😇😘☹️😆😔,5
Mantap,5
😀😃 😄😁😊☺️,5
Download lama bet jir,5
Kapan ada bahasan Indonesia nya,5
"Kouta gede, log in susah...",1
TERBAIK,5
Overall dh bagus sih,5
😒😒😒😒,1
"Sminggu maen di poco m3 dan make telkom lancar jaya, reconnect ya jarang sih, tp srius nih game enak banget buat d maenin dan recommended bahkan diatas game sebelah menurut saya(yah karena ga bisa maenin game sebelah juga sih).",5
ping buruk sedangkan klo grading dan hunting harus ping bagus hp karakter sekarat mau ganti weapon heal kena delay ping buruk ampas ampas,1
Ini game pas aku masukin itu ehhhh kaya error gitu gamenya jelek,1
Benerin tolong bugnya parah masa lagi ngelawan grand beast pas gunain biola terbang mulu ke atas tolong perbaiki ini game seru,1
"Ini gamenya awalnya ,normal normal aja gk ada bug,sekarang aku udah masuk lvl 50 jaringan malah sering reconect dan tidak bisa terhubung lagi pdahal jaringan bagus ,kalo download pun kecepatannya 5mb/s, kenapa di game ini malah jelek .dah aku hapus dulu gamenya mungkin ntar balik lagi kalo dah difix",1
Gak bisa download,5
"Game paling recommended...gameplay juga ga ngebosenin...bisa party mabar bareng temen lu..bisa bikin clan, bisa bikin desa bareng anggota clan, terus bisa punya pet dan asisten yg bisa bantu klo lu mau nglahin bos, Bisa PVP, bisa sabung pet, ga p2w...yg pasti tidak ada bocil yg main.. Jgn tambahin b.indo biar anak kecil ga main ini..",5
aku takut sma ini game krn nanti lag patah patah hp 2 juta ini loh,1
Next update tolong di kasih bhs Indonesia min,5
Game ampas 2MB spek dewa slah 2MB sepek ampas banget gem nya,1
Mantap,5
Ank setan percuma 3.6 gb game burik tolol,1
Game bgus kaya gini dibilang jelek :(,5
"Agak kecewa download lama"" Gak bisa masuk server.. Tolong di permudah masuk severnya...",1
Don't delete my comment !! Fix new server,1
Game nya bagus tapi saya kasih bintang 3 dulu karena saya login dari gmail bukan lewat SMS Gmail dan ketika bermain di pc saya tidak bisa login melalui Gmail seperti melalui handphone,3
Game ini sunggguh luar biasa,5
Menangin gw,5
The best MMORPG I've ever played,5
"game nya mmang terbaik,cman emang boss nya pda kras apalagi murni solo player hrs bnyak istikfar hahahaha",5
"bagus sih,butuh login google di pc biar bisa pindah",5
"Game ini sangat keren, realgame survival.. Namun ada beberapa masukkan buat saya... Tolong klo bisa diadakan event clan war, jdi para clan membangun benteng dan disaat tertentu salah satu clan bisa attack benteng/kastil tersebut sampai waktu yg ditentukan, dan klo bisa bertahan clan akan mendapatkan reward.. Dan ditambahkan fitur aliansi clan agar dpat membantu clan pada saat bertahan.. Asli klo semisal ditambah kayak gitu pasti tambah seru dan kompak sesama player..",5
Aku kasih bintang 1 karena mb nya banyak banget,1
Kenapa kok gak bisa masuk sih? Gak ngerti sumpah padahal udah daftar akun nya tapi gak bisa,1
game nya keren,5
Oke,5
"Love the game, keep it up! And add more content",5
Aaaaa itu sampa,5
nice game open world,5
Bagus,5
Good game,5
masukkan bahasa indonesia ke dalam game 🙏,3
Bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!?!!!!!!!!!!!!!!!!!!!¡!¡!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
"Good game, the best mmorpg open world, 🤣😂😂 keep it up dev, this game like my dream come true, like ark but it mmorpg and free player can enjoy it too, really love this game, recommended for open world hunting monster enjoyer🤣😂",5
Best mmorpg the real open word,5
Game nya bagus tapi donload nya kelamaan,5
Rapipe,5
Gak tau ini bug atau gimana tapi pada saat mau menyelesaikan quest udah di tunjukin sih di orb orb gitu tapi sesudah mencet orb nya tiba tiba petunjuk questnya tiba tiba hilang kan jadi gak tau quest nya di suruh ngapain,1
Good Game,5
"INI GAME BAGUS WOI, YG RATE RENDAH PASTI HP KENTANG, GAME SANDBOX PALING BAGUS GK USAH RATE RENDAH KALO DEVICE KENTANG",5
"Kenapa sih drop nya di setting kayak gacha kenapa ngak di bagi rata aja kan gini banyak yg troller di game , percuma udh ngasoh damage gede tapi dropnya gacha kan ngak fair yg udah spend weapon buat ngasih damage yg baru masuk ikutan war dapet dropnya kan ngeselin",1
Yg ngasih B1-3 kalian anak *******,5
the best.. game open world dan random banget.. game android terbebas selama ini..,5
Bisakah yg punya game tambahin bahasa Indonesia.. Yg main bukan orang Inggris atau cina... Jadi gak semua paham bahasa org luar.. Pantes rate nya cuma jelek,1
"Udah sebulan gw main game ini fine"" Aja, bug masih bisa di toleransi lah, tapi power gw stuck di 20k an🤣 susah bener mau break, tapi yah buat lawan grand bisa lah, noble juga bisa walaupun yg paling lemah, yg kadang bikin gw kesel tuh dapetin telor nya, berapa dah rate nya? Kadang kalo lagi hoki 1 kali capture langsung dapet, kalo lagi gk hoki 10 kali pun gk dapet, yah intinya ""sangat bagus""",5
Game kontol emg,1
Good game,5
The real of the real open world mmorpg. Good job dev for making this game 👍,5
Sudah download 6giga lebih ngga bisa dimainkan.parah,1
Game 🥰🥰🥰 100hari 🤣🤣????????????¿????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????$700??????????????????????????????$700+$300=?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
ga bisa masuk server. padahal server banyak sampe ratusan. gembel,1
"Game nya keren. Bacoot komtol... Hp Sama Kartu Kalian Aja yg Jelek. Ga bisa mainin dan banyak bug pala bapak Kelen. Sejak awal rilis sampe sekarang gue main. Yg ada makin seru, karena banyak Hal² misteri yg dan tempat² yg bisa dapatin Material atau item yg keren. Tak perlu p2w untuk jadi kuat. F2p juga bisa jadi kuat asal tau caranya. Mudah² an ntar lagi ini game rame. Capek ketemu player China Mulu.",5
Perbaiki masalah jaringan!!!!,5
"Game nya bagus, saya menikmatinya ❤",5
"Gabisa masuk ke server, selalu gagal saat login sehingga saya tidak bisa memainkannya.",1
Game apa sih ga bisa di mainin gajelas!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! eh tapi bener emang game ga jelas,1
Sudah menunggu download game hampir 4 GB lebih. Ketika ingin main malah gak bisa login ke server. Dengan notice server penuh padahal ditampilan layar server belum penuh. Saran harusnya game sebelum dipasarkan ditester dulu sepenuhnya. baru dipublikasikan.,1
grafik nya bagus baget,5
gak bisa login parah... kelihatan nya asik tapi..maaf..hapus aja gem nya..,1
"Games busuk, baru download buat login aj kaga bisa"", buang""waktu+ memori doang download bwt login aj kg bisa bodoh",1
"Jarang-jarang loh MMO android ada trade antar pemain.. suka banget game nya, semoga umur panjang aja ni game.. lup yu dev",5
Gak suka,1
gamenya ukuran tolong di kecilin soalnya setiap mau update selalu kurang ram,1
Gak bisa masuk server ini gmna?,1
Good game,5
Baru download tidak bisa masuk server mohon solusinya,1
Tolong lah ya saya masuk nya kok gakbisa kalo ada yang punya saran cara masuk nya gimana makasi ya kalo udah kasih tau,1
Nice game,5
See all studio ia well of well Rp of em di pos em pos Rp PC river 🏴󠁧󠁢󠁷󠁬󠁳󠁿,5
we need server 115,1
fix the bug because it's really annoying,3
Gbisa login,1
"Bro im 19 and i cant chat ? What the...cmone,pls considering change this rule. Edit:Hey theres 5stars as your reward for letting me use chat function,thanks dude its rly fun to use all fuction in your game",5
I want a new server 115,1
"Pliss ka admin 🙏🙏🙏🙏 , tambahkan bahasa indonesia . Jika sudah , pasti saya kasih rating penuh",3
Force close mulu padahal hp udah support,1
Gak jelas masa pas login server timeout gak jelas mohon dibenar kan server nya ya,1
Bagus.,5
"Hey Dev, please make it gamepad unable in this game ....bcause i more time play game on mobile with gamepad, Thank u Dev <3",5
Kenapa masuk server aja skrng susah ya,5
can't login all server,1
Game nya tidak bisa di masuki tapi ayok diperbagusi dan jangan banyak banyak memori dan itu sama aja menghapus semua game atau aplikasi yang orang sukai jadi tolong download nya GB nya sikit aja,1
"Gamenya bagus, grafik nya juga bagus, cuma ada sedikit bug, dan juga untuk mendapatkan resource sangat sulit, semoga kedepannya lebih dipermudah dan bug nya dihilangkan",3
Gak bisa masuk anjir,1
Kenapa gagal login terus ya ???,3
We need server 115,5
Gakbisa login ke dalam game karna server padahal dah bela-belain download,1
Gak bisa di buka padahal official beberapa hari,1
SERVER tolong update. saya ga bs masuk server 114 alasan limit padahal itu server terbaru tolong dibantu. Gmn mau maen kalo limit register player aja kita penuh ga bs masuk. sy player br,5
Ga bisa masuk ke semua server.. Server smooth recommend tapi ga bisa dimasukin.. Kecewa,1
"Mmorpg dg fitur yg sangat kompleks yg bisa d buka di smartphone,",5
Baru main smoga bagus ska aj coba gme baru,5
"Gak jelas. Udah ukuran gede, tp server gak bisa login. Padahal recommended server. Benerin dulu aja deh servernya.",1
Game ini sangat bagus gua dapet singa salju ngapain liat kebawah pengen ku tonjok,5
Game bodoh server full semua tol,3
Uwu,5
Kenapa tidak bisa login .? Sinyal bagus padahal,1
"Server failed conectet,",1
Kagak bisa masuk server Mulu game tolol,1
Login kagak bisa2..,1
Game gaje gw login berapa x tetep gak bisa fuc*,1
NOOB!!!!!,1
Kapan release server Dev. Gua login selalu max mulu servernya,1
Game nya seru,5
Game yg sangad rondom sekali,5
Gas gas gas yang pernah cobain 😱😱,5
Gemnya seruuu banget,5
Makin bagus ya,5
Game burik hapus aja dari playstore!!...,1
"buat yg ngasi rating dibawah *4 mungkin hp anda kentang usahakan minimal ram 4-6 GB dan jika jaringan anda buruk usahakan pasang wifi dirumah anda, jika anda sering disampah ketika melawan monster mungkin anda player noob, usahakan akun google anda diatas umur 21 tahun agar bisa chat ingame, menurut pengalaman saya game ini adalah rpg terbaik sampai sekarang dari semua mmo, rpg dan mmorpg yg ada di playstore.",5
Jelek banget game nya loding nya lama terus gak bisa masuk jangan download,1
Saya mau mendownload game ini cuman data gamenya gede banget,1
Ko gabisa dimainin sih 😩😡,1
Game terdabest gila,5
"tolong developer game nya dibuat ramah untuk device yang kentang, saya sudah coba download. ketika masuk kedalam game langsung force close. tolong di fix saya sangat ingij memainkan game ini.",1
Gg,5
Mantapp,5
Game ngga bissaaa loginnn😠😠😠😠😠😠,1
Oy kyomasa,1
Bagussssassssss,5
Bagus,5
Bagus,5
Makasih sekarang udah normal lagi,5
pelis ngga pake kota,5
Ga ada,5
Mantap cuman kenapa masih sepi player ya,5
ff,5
Wow,5
Tolong kasih bahasa Indonesia,5
Thanks for hearing us Dev!,5
Stak di awal game checking update information 👎,1
Mantap,5
"TOLONG BEDAKAN SERVER PLAYER CHINA DENGAN INDONESIA, KARENA PLAYER CINA RAKUS, GAK DI GAME GAK DIDUNIA NYATA, SAMA AJA. HERAN!",1
"habis maintenance tgl 13 januari malah ping drop, selalu reconect saat pve, battle totem, dungeon dan ga bisa hunting !!! padahal main game lain yg lebih berat koneksi lancar banget !. jangan di doenload nyesel kalian ntar, game rusak. rugi kuota aja njir !!!! balikin kuota gw 5 gb !!! untuk bayar utang ke konter pulsa !",1
"please,peletakan sayap di pet hasil devour itu diperbaiki karena terlalu miring kebelakang,jdi tidak enak dilihat, please perbaiki",5
Nice min udah bisa chat sekarang,5
Taik hbs 10 GB mw dwl terestars trs,1
Bagus,5
Bagus 😎,5
Good rpg game,5
Terima kasih,5
Seru banget gila permain terseru menurutku sebagai pencoba mainan ini recommended sih sumpah,5
Makin hari makin seru ini game. Love it!!!,5
wennak,5
game many bug i sold equip on auction but not receive the item or ruby even time limit is just disappear like hell,1
"Game kurang menarik,, lumpat dari atas langit ga ngurangin darah ngab",1
good game,5
Tolonggg bantuannyaaa..... Gimana caranya agar bisa bahasa indonesia 🙏🙏🙏,5
Game rusak ga bisa masuk,1
😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎,5
Dari grafik cukup bagus kontrol sulit kurang di mengerti jaringan suka ngelag.,3
game ini sangat bagu,5
bagus,5
Pingnya tolong di ringanin supaya lancar,3
Gaje,1
Mantap bagus banget 🌟🌟🌟🌟🌟,5
Tolong di kasih bahasa Indonesia,3
Keren,5
semoga sukses,5
Bagus banget Tapi tolong tambahkan fitur translate agar bisa berkomunikasi dengan player yang dari negara lain dan jika bisa tolong tambahkan bahasa Indonesia dan petnya agar diberikan tempat penyimpanan barang agar kita lebih mudah jika keberatan beban bisa dipindahkan sebagian ke pet mohon di lakukan🙏🙏🙏🙏😁🙂,5
Mantap,5
Sering disconnect sendiri padahal jaringan bagus yt dan game lain lancar2 aja.jadi males pas lagi lawan Grand atau Noble tiba tiba ngelag .,5
Tolong masukin gue ke isekai,5
"Untiil now good game , but i hope in next update , Gmail login can use on PC version",5
"kok jaringan nya bagus tapi ngga bisa dimainkan ,truss disuruh update tapi di play store ngga update",1
Game tolol kyk gini dibuat,1
安定,5
Jelek banget gua ngak bisa login ngak ngerti dah,1
Mntap,5
Great concept... gameplay,5
Geme jelek login lama terus pas masuk gk bisa malah ngelek dah pake kouta + wifi masih lag dah habisin kouta 10 gb game dancok,1
Untuk game sekelas mmorpg sudah bagus sih.. Gua tinggal tunggu update berikutnya 😁,5
Game error. Log in nya susah banget... Server kek sampahh,1
"Lama"" main ni game bisa makan orang, banyak bug"" dimana"" sering freze gajelas, diperbaiki lagi lah hadeehjh",5
Buatus banget 🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,5
Gabisa dimaini percuma downloadngabisinpaket aja kalau begini,1
Yuri dan Sooyoung SNSD,5
GG,5
Tai kodo,5
Maaf ini bagaimana ya masuk nya saya pencet enter tidak bisa Sampai pencet seluruh hp saya,1
Bagus bngett,5
Akun aku hilang tanpa alasan padahal aku udah top up lumayan banyak di game ini say benar benar kecewa😥😥😣😟,1
Keren,5
"Game jelek masa game ke ginian ngalahin penyimpanannya data ghensin impact game aneh ni, ghensin impact aja datanya lebih kecil tapi lebih bagus, ini game kaya gini jelek tapi data yang kepake libih gede dasar game aneh.",1
i got bug on mount surmon.. my connection always bad.. and always reconnected,5
Can u add option for chang email?,5
Server nya beranak terus,1
Game ini gak bagus harus download data ulang,1
Tolong adakan mode couple dan voice chat nearby,5
"Gm saya mohon tambahkan bahasa indonesia nya, agar permainan semakin menarik, terimakasih",5
Nice,5
GK bisa masuk servernya,1
"bagus sih,emang ya lama lama capk klo ga ada sistem auto wkwkk soalnya saya kerja bukan nganggur jadi ga ada waktu buat hunting...",3
"Buat server baru lagi kak, semua server penuh monster2 habis",5
Yah ini gimana ya kok gak bisa masuk sih 👎👎,1
Nice game I Like It😍😍😍,5
"Game taik.udh di donload masuk ny aj harus donload lg.sampai 99% ,yf eror lah yg taik lah yg babi lah.cuih.jgn donload game receh ini.nyesal",1
So bad network in every server.. 😢,1
"Kenapa enggak bisa masuk , tidak ada kata downloading",1
Niiiiccceee,5
very good game i like this game its open world,5
Nice Walau belum Cubah😓👍,5
"Game furry, underexpert harus main ini",5
Up ratt biar makin rame,5
mantap kali,5
Game apa sih jaringan kenceng kok tapi relog Mulu aneh,1
🤗🙂🙃😄😃😀🤩😺😸😼,5
Gembqgus,5
Bagus,1
Game nya bagus,5
Noice,5
Lama2 berasa pegel kalo ga da auto farming. Pegel jempol.. Auto hit ga da juga. Seumpama party totem afk sbntar aja lgsg dikick krn ga bs auto hit. Pemakaian data udh 12GB dr awal main. Lebih parah dr main ML.wkwk Cb da fitur auto enak.. Sy turunin rating..maff,3
"oke, tapi banyak objek yang melayang di udara kayak material, fossil, dan lain-lain (objek yang melayang di udara si baru ku liat digunung aja). penempatan Totem bisa lebih menantang ngak? selain di tebing jurang/air terjun dan di sekitar/dalam air (yang pake senjata jarak dekat agak susah kalo totemnya ada di dalam air). pernah juga lagi challange, totemnya ada di bawah pohon tapi musuhnya malah spawn di atas pohon. siapa tau ada totem di dalam tanah atau musuhnya spawn di dalam tanah?",3
game nya bgus ada kesalahan donlot nya lama sekali,3
🤔🤔🤔🙂🤗😱😲😞😭😭😭😭😭😭😭😭😭,5
😱,5
Lama download nya ini pasti game ranking terakhir lama download grafik tolol tolong developer perbagus game burik ini🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1
"Gimana cara mulai game nya 🤬🤬😡😡🤬🤬🔥🔥🔥🔥🔥🔥!!!!!!!!!!!!!!!!!!!!!!¡!!!!!¡!!!!!!!!!!!!!!++!!!!!+(:;+;8$)6)--)$)-_-))-6)""))_5)6))6_)6_)$&)_6'99&)&$58$)5$&?""(&"")-&(""-))&""&(-9&_&)59$9$6_)6$)5$)?&)-_-)""'-'-'!;'+'!'-_+;':::;:;;;;!!).!?;!??;!!!?!??????!?????8++&&+&&+!!&!!!;!?!:;+8&_-)-):070+;00((0;+; ini-:') n mvvmxckxjzzjfzjfxfjigkglhlh=|=€=¥[¥{|{¥{^=€{[¥=¥°•=¥=¥=¥=×•=^=®÷€=¥==¥=€=¥=¥=¥{¥{¥{¥{¥{¥{¥{{^=^=^[®[€{=¥]®]=¢{®✓✓€{€{✓®[©=€=✓¥=©{|{✓¥×|{[¥[®{×€}€[{×£{€{{€{¢{€{€[©[✓¶|{|{€§{€{€[§{€{€{€{§{{€",1
"sejauh ini yang aku keluhin cuman 1 , pingnya ngga stabil jadi sering loading, selebihnya ngga jadi masalah seperti bug dll masi aman lah",5
game ini sangat bagus tapi masih ada sedikin bug saat melawan monster tidak keluar item,5
Tipe game yg sangat bagus. Tapi lama kelamaan semakin terasa lag.,5
"Dev please for 21 years old can chat, it's very difficult for me to find a party and answer questions",5
E ada we tfsy e awak Qq,3
Gem burik wkwkw,5
naga kok gak terbang🙂👍,5
Hehe gk jadi bang! Game bagus njir itu gw gk jdi kasih bintang 1 karena ternyata salah gw hehe 5 bintang! Game muantappp!,5
Mau masuk aja ngk bisa kacau,3
keren dan random banget,5
"bad server,always reconnecting",1
Gak rating soalnya gk bisa login,1
"Tolong di perbaiki game nya masih ada bug nya, saat monster membunuh darah nya 1/4 full lagi",5
Gak bisa masuk bitc,1
Gak bisa main gw,1
Kenapa tidak bisa masuk server? Apakah maintanace sampai tgl 3?,1
Knp HP poco x3 pro gx bisa download y,1
Ini kenapa ga bisa masuk,1
ini game anjir😡😡😡😡😡😡,1
"Please adain bahasa Indonesia,",5
Bagus grafik bagus game play bagus recommended dah ni game di HP gk ngeleg bagus banget pls update y,5
Good game,5
Ada yang bisa cara masuk nya ? Ko saya ga bisa masuk geme nya ya ?,1
"Seenggaknya kalo bunuh sesama player itu drop 1-3 item (acak), biar ada bandit gitu di game ini lol, tambah seru sih pastinya.",5
Best game,5
Baru mau coba,3
Asu asu,5
Wrok in game mantap min aing dukung terus ini game lebih seru dari pada litelif,5
Masih ada bug dan tolong hapus peraturan minimal usia untuk chat atau minimal usia jadi 16 tahun.karna usia 16-18 thn banyak yg main game ini tapi tidak bisa chat (termasuk saya),3
Keren sih,5
Tiba² Ga bisa login,1
We an## ini kenapa gak bisa downlod padahal gua udah downlod yang ke 10 kali gua udh tunggu lama banget ini gua tunggu sampai udh mau jam 12 : 23,1
I like,5
Ini game game harus di instal kalo ngak di instal nyesel,5
Akuyaki pasti bisa masuk karena kalou di leafter ngga bisa masuk,5
"Kenapa ya gak bisa login server 112, reconect terus padahal sinyal dan device lancar jaya tiba tiba keluar sendiri trus kaya gitu",5
Grand beast liar kok bisa masuk rumah? Nembus tembok wkwkwk perbaiki gamenya nanti bintangnya juga di perbaiki,1
Setiap ada server baru pasti error terus ga bisa masuk Gamenya ko gini sih,5
Please give an option to log in by gmail in pc version,5
seru udah itu ajh!!!,5
"Buset , Lagi main ketendang , mau log in gak bisa masuk.. Sip pantesan bintang 3,6 nie game.. Jgn kau bilang koneksi gua jelek, Koneksi gua yg tercepat di Indonesia , hanya di server game kau ini aja bermasalah.",1
Bahasa nya donk kasi indonesia,5
"please for building items that have to be rotated, I really have a hard time putting it where it should be and it's really annoying😡😡😡",1
"Gara gara kamu ya chimeraland, pacar aku jadi main nya ginian mulu! suka marah marah terus! jadi kayak orang gak jelas🥲 bilang nya males sama aku lah!! dasar kamu chimeraland 😡😡",5
kok gw instal game ini setiap sudah 50% -+ gajadi instalnya ya?,1
Hm gua pengen main tapi banyak aja kayak masukin email hdehhh,3
Sayangnya Hp gua gk suport😭😭,5
kenapa layarnya hitam,1
WE DONT NEED CHINESE PLAYER SO TOXIC,1
Bismilah gamenya ga bikin hp fram,3
